2022-02-10 17:45:37.786: Dataset name: dataset
The number of users: 5907
The number of items: 5907
The number of ratings: 20336
Average actions of users: 3.44
Average actions of items: 3.44
The sparsity of the dataset: 99.941718%
2022-02-10 17:45:37.787: 

NeuRec hyperparameters:
recommender=WRMF
config_dir=./conf
gpu_id=0
gpu_mem=0.5
data.input.path=C:\Users\HyunsikYoo\Desktop\DIVINE/_Data/p2p-Gnutella08/GNU_train
data.test.input.path=C:\Users\HyunsikYoo\Desktop\DIVINE/_Data/p2p-Gnutella08/GNU_test
data.input.dataset=dataset
data.output.path=C:\Users\HyunsikYoo\Desktop\DIVINE/_Data/p2p-Gnutella08/GNU_train.wrmf_local.emb
data.column.format=UI
data.convert.separator='\t'
user_min=0
item_min=0
splitter=given
ratio=0.8
by_time=False
metric=["Precision", "Recall", "NDCG", "MAP", "MRR"]
topk=[10, 20]
group_view=None
rec.evaluate.neg=0
test_batch_size=128
num_thread=8
data.index.remap=False

WRMF's hyperparameters:
epochs=50
embedding_size=16
reg_mf=0.1
alpha=10
init_method=uniform
stddev=0.01
verbose=1
weight=uniform

2022-02-10 17:47:09.202: metrics:	Precision@10	Precision@20	Recall@10   	Recall@20   	NDCG@10     	NDCG@20     	MAP@10      	MAP@20      	MRR@10      	MRR@20      
2022-02-10 17:48:09.464: epoch 15:	0.01500004  	0.01287381  	0.07897196  	0.13660437  	0.04729517  	0.06462642  	0.02924260  	0.03463219  	0.04857515  	0.05302224  
2022-02-10 17:48:13.481: epoch 16:	0.01528041  	0.01289718  	0.08130841  	0.13683800  	0.04808398  	0.06483172  	0.02961996  	0.03483591  	0.04890298  	0.05314426  
2022-02-10 17:48:17.592: epoch 17:	0.01528041  	0.01282708  	0.08060747  	0.13598131  	0.04778832  	0.06444923  	0.02937027  	0.03457047  	0.04849967  	0.05270039  
2022-02-10 17:48:21.655: epoch 18:	0.01523368  	0.01282708  	0.08060747  	0.13621496  	0.04776562  	0.06449750  	0.02939976  	0.03461811  	0.04840491  	0.05263988  
2022-02-10 17:48:25.663: epoch 19:	0.01523368  	0.01285045  	0.08060747  	0.13644859  	0.04777294  	0.06456582  	0.02940884  	0.03464766  	0.04847352  	0.05269967  
2022-02-10 17:48:29.766: epoch 20:	0.01528041  	0.01292054  	0.08107477  	0.13696781  	0.04814468  	0.06494514  	0.02973603  	0.03492874  	0.04898253  	0.05325236  
2022-02-10 17:48:33.920: epoch 21:	0.01528041  	0.01292054  	0.08107477  	0.13720146  	0.04820063  	0.06504495  	0.02979519  	0.03499020  	0.04906430  	0.05336032  
2022-02-10 17:48:38.024: epoch 22:	0.01532714  	0.01289718  	0.08107477  	0.13720146  	0.04832392  	0.06511475  	0.02989931  	0.03508183  	0.04925308  	0.05350714  
2022-02-10 17:48:42.104: epoch 23:	0.01528041  	0.01294391  	0.08084112  	0.13790239  	0.04804963  	0.06510701  	0.02963581  	0.03491756  	0.04881639  	0.05311060  
2022-02-10 17:48:46.194: epoch 24:	0.01523368  	0.01306073  	0.08107477  	0.13930427  	0.04803580  	0.06543583  	0.02956952  	0.03489685  	0.04881565  	0.05326475  
2022-02-10 17:48:50.236: epoch 25:	0.01523368  	0.01303736  	0.08107477  	0.13907062  	0.04790556  	0.06523766  	0.02937528  	0.03469009  	0.04868975  	0.05311102  
2022-02-10 17:48:54.425: epoch 26:	0.01542059  	0.01299063  	0.08182763  	0.13860333  	0.04814622  	0.06509701  	0.02943084  	0.03463555  	0.04876986  	0.05305563  
2022-02-10 17:48:58.630: epoch 27:	0.01542059  	0.01294391  	0.08159398  	0.13813603  	0.04812577  	0.06499125  	0.02946654  	0.03463556  	0.04878415  	0.05307977  
2022-02-10 17:49:02.782: epoch 28:	0.01551405  	0.01289718  	0.08229491  	0.13743509  	0.04834949  	0.06485181  	0.02954949  	0.03463862  	0.04887463  	0.05305446  
2022-02-10 17:49:06.959: epoch 29:	0.01556078  	0.01287381  	0.08252856  	0.13720146  	0.04836496  	0.06472397  	0.02950749  	0.03455601  	0.04874891  	0.05288152  
2022-02-10 17:49:11.058: epoch 30:	0.01560751  	0.01292054  	0.08276220  	0.13790239  	0.04862547  	0.06509042  	0.02971628  	0.03479129  	0.04916390  	0.05331171  
2022-02-10 17:49:15.053: epoch 31:	0.01570096  	0.01294390  	0.08322949  	0.13813603  	0.04887831  	0.06525365  	0.02986435  	0.03491771  	0.04937530  	0.05345697  
2022-02-10 17:49:19.105: epoch 32:	0.01565423  	0.01294390  	0.08299585  	0.13813603  	0.04864465  	0.06510490  	0.02965528  	0.03475614  	0.04906692  	0.05314978  
2022-02-10 17:49:23.261: epoch 33:	0.01556078  	0.01294390  	0.08252856  	0.13813603  	0.04828933  	0.06491277  	0.02942451  	0.03453694  	0.04850135  	0.05273776  
2022-02-10 17:49:27.416: epoch 34:	0.01556078  	0.01292054  	0.08252856  	0.13790239  	0.04820622  	0.06477222  	0.02933290  	0.03444020  	0.04832537  	0.05254612  
2022-02-10 17:49:31.630: epoch 35:	0.01546732  	0.01294390  	0.08206127  	0.13836968  	0.04808211  	0.06489555  	0.02931103  	0.03449043  	0.04832667  	0.05259259  
2022-02-10 17:49:35.746: epoch 36:	0.01546732  	0.01292054  	0.08206127  	0.13813603  	0.04793624  	0.06468812  	0.02912087  	0.03429231  	0.04807745  	0.05232323  
2022-02-10 17:49:39.828: epoch 37:	0.01551405  	0.01292054  	0.08229491  	0.13813603  	0.04816719  	0.06484501  	0.02929610  	0.03446232  	0.04845648  	0.05264195  
2022-02-10 17:49:43.933: epoch 38:	0.01532713  	0.01289718  	0.08112669  	0.13766874  	0.04770935  	0.06463698  	0.02906811  	0.03432872  	0.04815219  	0.05242755  
2022-02-10 17:49:48.126: epoch 39:	0.01551405  	0.01294390  	0.08206127  	0.13813603  	0.04807223  	0.06481481  	0.02919059  	0.03440682  	0.04840233  	0.05253280  
2022-02-10 17:49:52.259: epoch 40:	0.01560751  	0.01294391  	0.08252856  	0.13813603  	0.04826626  	0.06484050  	0.02926885  	0.03444924  	0.04852360  	0.05253594  
2022-02-10 17:49:56.334: epoch 41:	0.01570096  	0.01292054  	0.08299585  	0.13790239  	0.04852353  	0.06487280  	0.02942989  	0.03454676  	0.04877263  	0.05269636  
2022-02-10 17:50:00.435: epoch 42:	0.01565423  	0.01289718  	0.08299585  	0.13766874  	0.04854081  	0.06486762  	0.02945586  	0.03459485  	0.04885053  	0.05276005  
2022-02-10 17:50:04.581: epoch 43:	0.01579442  	0.01289718  	0.08393043  	0.13743509  	0.04871767  	0.06471774  	0.02946049  	0.03447661  	0.04863264  	0.05247970  
2022-02-10 17:50:08.752: epoch 44:	0.01574769  	0.01292054  	0.08369678  	0.13766874  	0.04870833  	0.06485759  	0.02952864  	0.03458047  	0.04869105  	0.05260882  
2022-02-10 17:50:12.842: epoch 45:	0.01565423  	0.01294391  	0.08322949  	0.13813603  	0.04847787  	0.06489552  	0.02938419  	0.03452401  	0.04852936  	0.05251561  
2022-02-10 17:50:16.957: epoch 46:	0.01574769  	0.01296727  	0.08369678  	0.13836968  	0.04855657  	0.06486644  	0.02933616  	0.03443886  	0.04846965  	0.05237477  
2022-02-10 17:50:21.050: epoch 47:	0.01570096  	0.01299064  	0.08299585  	0.13860333  	0.04855672  	0.06511176  	0.02951622  	0.03469586  	0.04867399  	0.05264232  
2022-02-10 17:50:25.090: epoch 48:	0.01574769  	0.01294391  	0.08322949  	0.13813603  	0.04861199  	0.06495760  	0.02949545  	0.03463291  	0.04870775  	0.05258697  
2022-02-10 17:50:29.206: epoch 49:	0.01570096  	0.01289718  	0.08299585  	0.13743509  	0.04845742  	0.06470661  	0.02939096  	0.03451144  	0.04847651  	0.05234659  
2022-02-10 17:50:33.314: epoch 50:	0.01570096  	0.01289718  	0.08299585  	0.13743509  	0.04827530  	0.06451620  	0.02918662  	0.03430120  	0.04815089  	0.05201145  
